Region,Chr,Start,End,Attributes,TotalE2E,FwdE2E,RevE2E,Total,Fwd,Rev
BRINP3_tmb1_1.1.105843,chr1,190067408,190067532,BRINP3,4197,2120,2077,4440,2183,2257,
HCN1_tmb2_1.10387,chr5,45267118,45267247,HCN1,4196,2169,2027,4869,2441,2428,
OBRA_BRCA1_65,chr17,41245033,41245128,BRCA1,4195,2136,2059,4381,2256,2125,
SP_863.17277,chr2,15674637,15674743,rs13029846,4194,2227,1967,4426,2330,2096,
SP_151.16468,chr1,200534226,200534348,rs7543730,4194,2240,1954,4385,2333,2052,
OR8U1_tmb1_1.141528,chr11,56143479,56143605,OR8U1,4194,2185,2009,4535,2370,2165,
DICER1_7.335011,chr14,95569845,95569967,DICER1,4190,2181,2009,4605,2323,2282,
TET2_1.4.106381,chr4,106158026,106158149,TET2,4190,2055,2135,4657,2284,2373,
SP_1241.2663,chr4,87706433,87706555,rs989902,4184,1942,2242,4622,2199,2423,
SP_1431.25921,chr6,110778041,110778162,rs714368,4170,2130,2040,4470,2214,2256,
114951_1.33102,chr22,30067794,30067900,NF2,4167,1978,2189,4945,2211,2734,
SP_956.4056,chr2,182780780,182780889,rs17647806,4165,2065,2100,4527,2361,2166,
SP_1185.22262,chr3,183368840,183368962,rs2293031,4164,2181,1983,4453,2424,2029,
SP_178.24321_dup,chr5,35874538,35874662,IL7R,4162,1784,2378,4938,2481,2457,
SP_662.4932,chr16,75646645,75646763,rs3743598,4161,1926,2235,4630,2185,2445,
FAT1_14.73377,chr4,187532646,187532796,FAT1,4160,2056,2104,5383,2742,2641,
SP_1481.36377,chr7,23240196,23240317,rs13243961,4153,2149,2004,4396,2304,2092,
ERAP1_tmb2_1.51201,chr5,96116762,96116885,ERAP1,4151,2180,1971,4693,2506,2187,
CDH10_tmb1_1.1475,chr5,24488147,24488275,CDH10,4150,2133,2017,4399,2240,2159,
ZNF217_2.2.145748,chr20,52193509,52193623,ZNF217,4149,2134,2015,4733,2414,2319,
PBRM1_14.196732,chr3,52643578,52643701,PBRM1,4148,2159,1989,4391,2288,2103,
NTRK2_1.15989,chr9,87549097,87549221,NTRK2,4148,1972,2176,4847,2260,2587,
ARMC4_tmb5_1.65888,chr10,28225670,28225798,ARMC4,4145,1921,2224,4796,2421,2375,
CNTNAP5_tmb6_1.37525,chr2,125284812,125284946,CNTNAP5,4137,2072,2065,4644,2294,2350,
ARID1B_11.6131,chr6,157495115,157495235,ARID1B,4137,1935,2202,4979,2532,2447,
SP_1447.12073,chr6,135715960,135716075,rs6940875,4136,2020,2116,4642,2271,2371,
BRIP1_1.141346,chr17,59761137,59761258,BRIP1,4131,2110,2021,4397,2223,2174,
TSC1_12.25364,chr9,135785956,135786084,TSC1,4129,2027,2102,4925,2449,2476,
SP_587.26330,chr15,63953946,63954070,rs2228511,4127,2266,1861,4415,2421,1994,
FANCM_21.41378,chr14,45665580,45665699,FANCM,4126,2176,1950,4653,2336,2317,
SP_357.25791,chr11,128868179,128868302,rs670440,4125,1832,2293,4842,2395,2447,
ARID1B_20.2.191941,chr6,157528655,157528773,ARID1B,4125,1984,2141,4858,2123,2735,
SP_737.12814,chr17,67267272,67267390,rs557491,4122,2561,1561,5374,2647,2727,
SP_1429.11375,chr6,109323456,109323577,rs2273668,4122,2533,1589,4480,2715,1765,
SETD2_19.1.9206,chr3,47161728,47161852,SETD2,4119,2338,1781,4237,2395,1842,
FANCI_4.72555,chr15,89804885,89805002,FANCI,4116,2044,2072,4317,2153,2164,
CREBBP_16.6349,chr16,3817686,3817810,CREBBP,4115,2043,2072,4393,2136,2257,
ATR_35.42172,chr3,142272085,142272208,ATR,4114,2187,1927,4573,2387,2186,
ZNF217_1.7991,chr20,52188253,52188371,ZNF217,4113,2186,1927,4684,2533,2151,
PRDM9_tmb4_1.33146,chr5,23522393,23522514,PRDM9,4111,2066,2045,4519,2169,2350,
ROS1_3.31082,chr6,117631238,117631346,ROS1,4108,2092,2016,4385,2220,2165,
KIT_6.34740,chr4,55598048,55598169,KIT,4105,1958,2147,4472,2211,2261,
FANCD2_42.103077,chr3,10140431,10140553,FANCD2,4104,1830,2274,4769,2202,2567,
ACVR1B_3.70156,chr12,52370174,52370303,ACVR1B,4102,2295,1807,4598,2428,2170,
APC_16.6.64244,chr5,112178679,112178802,APC,4098,2247,1851,5099,2627,2472,
NCOR1_45.48813,chr17,16097706,16097827,NCOR1,4095,1996,2099,4470,2267,2203,
C8A_tmb4_1.85593,chr1,57372340,57372465,C8A,4094,2076,2018,4388,2184,2204,
SP_1013.17734,chr20,10385990,10386101,rs1547,4093,2186,1907,4782,2375,2407,
PPFIA2_tmb4_1.18114,chr12,81688615,81688750,PPFIA2,4089,1846,2243,4592,2078,2514,
SP_133.10368,chr2,212248561,212248686,ERBB4,4086,2088,1998,4667,2374,2293,
RIT1_2.79410,chr1,155874208,155874331,RIT1,4084,1890,2194,4287,2022,2265,
RNASEH2B_7.19147,chr13,51519584,51519704,RNASEH2B,4084,1886,2198,4541,2276,2265,
SP_782.28281,chr18,67365614,67365729,rs4426448,4084,2103,1981,4611,2363,2248,
SP_84.136642,chr14,81609718,81609828,TSHR,4081,2179,1902,4551,2387,2164,
SP_44.2652,chr1,42693488,42693608,rs343376,4081,2061,2020,4799,2485,2314,
BCL6_4.53004,chr3,187444604,187444725,BCL6,4080,1916,2164,4873,2488,2385,
TRIM48_tmb1_1.32169,chr11,55032426,55032554,TRIM48,4074,2116,1958,4488,2307,2181,
ROS1_3.53291,chr6,117631389,117631509,ROS1,4070,1966,2104,4462,2130,2332,
ZNF217_2.1.17821,chr20,52192551,52192665,ZNF217,4069,2061,2008,4284,2172,2112,
PDE1A_tmb9_1.20133,chr2,183104811,183104942,PDE1A,4065,1795,2270,4702,2352,2350,
LATS1_4.58703,chr6,150001263,150001384,LATS1,4065,2087,1978,4637,2306,2331,
SP_216.29315,chr10,56423906,56424025,rs11004439,4063,2155,1908,4697,2329,2368,
CYLD_7.21413,chr16,50813713,50813837,CYLD,4063,2157,1906,4379,2321,2058,
CTNND2_tmb5_1.24455,chr5,11111080,11111214,CTNND2,4061,2076,1985,4596,2329,2267,
PARP4_27.54599,chr13,25067718,25067839,PARP4,4060,2180,1880,4456,2435,2021,
MAP3K4_23.42612,chr6,161529860,161529941,MAP3K4,4058,2070,1988,4348,2122,2226,
SP_1649.27038,chr9,2811434,2811558,rs2270888,4057,2015,2042,4229,2086,2143,
FAT1_9.169707,chr4,187524308,187524430,FAT1,4055,2109,1946,4255,2219,2036,
MP_OCP1_NF1_137,chr17,29701014,29701133,NF1,4051,1980,2071,4208,2059,2149,
SP_936.12318,chr2,158443802,158443926,rs4556933,4051,2072,1979,4361,2144,2217,
HDAC9_23.46796,chr7,18914177,18914280,HDAC9,4049,2083,1966,4444,2190,2254,
ASXL2_2.85360,chr2,25972576,25972696,ASXL2,4046,1727,2319,4550,2002,2548,
OR2L13_tmb1_1.95413,chr1,248263011,248263146,OR2L13,4045,2089,1956,4718,2427,2291,
DICER1_4.68243,chr14,95560320,95560446,DICER1,4044,1915,2129,4408,2117,2291,
NOL4_tmb1_1.38625,chr18,31432806,31432937,NOL4,4043,1961,2082,4534,2326,2208,
ROS1_3.30787,chr6,117631279,117631401,ROS1,4039,1914,2125,4502,2235,2267,
SP_349.33162,chr11,122738204,122738324,rs2272094,4035,2087,1948,4373,2211,2162,
KMT2C_31.8060,chr7,151891504,151891640,KMT2C,4035,2114,1921,4718,2369,2349,
CDK12_12.39250,chr17,37681038,37681163,CDK12,4034,1988,2046,4240,2109,2131,
TCF7L2_16.35514,chr10,114920326,114920452,TCF7L2,4032,1736,2296,4742,2257,2485,
CHEK2_10.41471,chr22,29107876,29107995,CHEK2,4030,2051,1979,4393,2291,2102,
SP_1536.6491,chr7,116339622,116339744,rs35775721,4029,2105,1924,4511,2304,2207,
NCOR1_23.55307,chr17,15983891,15984015,NCOR1,4027,1880,2147,4723,2345,2378,
OR2M3_tmb1_1.90499,chr1,248366615,248366727,OR2M3,4026,2029,1997,4285,2224,2061,
SP_1211.9654,chr4,36285898,36286019,rs6824507,4024,2109,1915,4636,2336,2300,
MGA_8.54442,chr15,42005423,42005549,MGA,4016,1900,2116,4494,2280,2214,
NBN_7.65732,chr8,90967637,90967760,NBN,4012,1977,2035,4245,2116,2129,
SP_1490.24379,chr7,32909101,32909224,rs752730,4010,2104,1906,4335,2172,2163,
ARID1B_9.33122,chr6,157469834,157469936,ARID1B,4008,1980,2028,4282,2104,2178,
FBXW7_2.77918,chr4,153245365,153245488,FBXW7,4007,2179,1828,4320,2374,1946,
TCF7L2_5.64826,chr10,114799779,114799897,TCF7L2,4007,2037,1970,4257,2157,2100,
BLM_4.5094,chr15,91298083,91298200,BLM,4006,1905,2101,4289,2064,2225,
GPR158_tmb2_1.23593,chr10,25684833,25684942,GPR158,4005,2007,1998,4429,2314,2115,
SP_6.7334,chr1,11184540,11184658,MTOR,4004,1968,2036,4211,2068,2143,
SP_1126.462,chr3,59908084,59908210,rs1385816,4003,2172,1831,4501,2405,2096,
e_del_182386_24477_TSC1_1.70373,chr9,135802542,135802666,TSC1,3993,2036,1957,4289,2176,2113,
MAP3K1_18.85201,chr5,56183224,56183346,MAP3K1,3991,1852,2139,4263,2042,2221,
PDGFRA_10.81998,chr4,55140691,55140809,PDGFRA,3988,1909,2079,4550,2230,2320,
NF2_3.45096,chr22,30035147,30035269,NF2,3988,1624,2364,4783,2312,2471,
SP_778.26268,chr18,63529990,63530116,rs2291343,3987,1997,1990,4325,2230,2095,
RUNX1_6.27698,chr21,36252815,36252939,RUNX1,3986,2054,1932,4402,2317,2085,
FANCI_16.7345,chr15,89826279,89826399,FANCI,3982,2136,1846,4282,2239,2043,
NT5C2_11.19071,chr10,104859683,104859804,NT5C2,3982,1854,2128,4093,1901,2192,
SP_610.34965,chr15,86805991,86806111,rs1566088,3978,1317,2661,4273,1430,2843,
SP_733.22915,chr17,62496611,62496734,rs1140409,3976,1917,2059,4538,2354,2184,
APC_16.6.173198,chr5,112178254,112178367,APC,3974,1932,2042,4272,2138,2134,
SP_323.24377,chr11,82972899,82973012,rs8789,3974,1848,2126,4731,2234,2497,
SP_1306.8,chr5,60982743,60982868,rs16893687,3973,1879,2094,5040,2583,2457,
PIK3R1_4.44080,chr5,67575379,67575498,PIK3R1,3971,2045,1926,4257,2190,2067,
DPYD_4.2893,chr1,97658627,97658751,DPYD,3964,2033,1931,4381,2158,2223,
MECOM_12.84380,chr3,168840340,168840462,MECOM,3963,2076,1887,4230,2209,2021,
SP_192.7169,chr6,152265445,152265566,ESR1,3961,1834,2127,4144,1990,2154,
SP_78.10193,chr1,86965394,86965511,rs1882753,3960,2087,1873,4261,2229,2032,
e_del_132740_18588_POLE_1.66523,chr12,133254227,133254359,POLE,3960,2082,1878,4443,2209,2234,
SP_1332.29903,chr5,115469711,115469836,rs1129496,3959,2074,1885,4333,2319,2014,
e_del_99726_13135_MAP3K1_1.87566,chr5,56189394,56189514,MAP3K1,3958,2035,1923,4195,2137,2058,
CTNND2_tmb12_1.42379,chr5,11565055,11565169,CTNND2,3953,2175,1778,4687,2464,2223,
SP_949.4227,chr2,173352071,173352185,rs2293649,3952,2093,1859,4214,2206,2008,
SP_29.19383,chr6,55638847,55638975,BMP5,3952,1864,2088,4314,1987,2327,
SP_948.28116,chr2,172411173,172411293,rs10455,3949,1973,1976,4200,2116,2084,
OR4M1_tmb1_1.201712,chr14,20249048,20249186,OR4M1,3948,1922,2026,10226,5219,5007,
INPP4B_17.14625,chr4,143191744,143191870,INPP4B,3948,1993,1955,4243,2179,2064,
SP_173.37293,chr4,55599246,55599362,KIT,3946,1841,2105,4422,2106,2316,
MLH3_12.1.218527,chr14,75513174,75513302,MLH3,3944,2151,1793,4428,2343,2085,
ATR_3.40225,chr3,142176462,142176576,ATR,3942,1912,2030,4238,2079,2159,
KMT2C_12.33201,chr7,151851005,151851128,KMT2C,3939,2021,1918,4107,2113,1994,
CSMD3_tmb10_1.59069,chr8,113299446,113299575,CSMD3,3938,2021,1917,4562,2323,2239,
PPM1D_6.78254,chr17,58740830,58740951,PPM1D,3938,2103,1835,4269,2212,2057,
MP_CDK6_5.25214,chr7,92354940,92355070,CDK6,3937,2455,1482,5426,2614,2812,
PARP1_17.53890,chr1,226573180,226573294,PARP1,3936,1983,1953,4143,2036,2107,
MET_7.3660,chr7,116435929,116436053,MET,3935,2211,1724,4624,2381,2243,
PBRM1_5.11514,chr3,52595780,52595906,PBRM1,3934,2053,1881,4478,2376,2102,
CNTNAP5_tmb5_1.36972,chr2,125232328,125232457,CNTNAP5,3932,1914,2018,4222,1969,2253,
SP_502.14844,chr14,31381294,31381417,rs2273171,3931,1807,2124,4895,2343,2552,
TET2_1.4.184076,chr4,106158249,106158362,TET2,3931,1859,2072,4489,2170,2319,
SP_727.47039,chr17,56232574,56232698,rs12602205,3927,2350,1577,4493,2565,1928,
NF1_50.93893,chr17,29677195,29677321,NF1,3926,1765,2161,4474,2037,2437,
FANCD2_10.43619,chr3,10084253,10084373,FANCD2,3925,1946,1979,4145,2100,2045,
OBRA_BRCA2_40,chr13,32910621,32910731,BRCA2,3925,1944,1981,4390,2196,2194,
DPYD_10.48631,chr1,97915653,97915765,DPYD,3923,2016,1907,4174,2166,2008,
FAM135B_tmb7_1.92513,chr8,139190785,139190917,FAM135B,3922,2060,1862,4763,2330,2433,
NCOR1_24.46759,chr17,15989558,15989682,NCOR1,3921,1633,2288,4523,1914,2609,
C6_tmb10_1.36722,chr5,41195895,41196022,C6,3915,2041,1874,4466,2249,2217,
SP_1437.48680,chr6,118886888,118887007,rs3734382,3911,2116,1795,4471,2196,2275,
DICER1_7.36680,chr14,95570039,95570165,DICER1,3908,1885,2023,4369,2030,2339,
DAXX_6.83842,chr6,33288567,33288694,DAXX,3908,1754,2154,4810,2390,2420,
SP_110.7124,chr1,146767101,146767222,rs4950394,3908,1968,1940,4395,2249,2146,
PTPN11_12.56637,chr12,112926219,112926336,PTPN11,3905,2060,1845,4216,2267,1949,
KMT2A_26.6251,chr11,118372486,118372602,KMT2A,3903,2119,1784,4349,2239,2110,
HCN1_tmb4_1.21761,chr5,45353216,45353335,HCN1,3903,1708,2195,4223,1909,2314,
TGFBR2_5.171435,chr3,30713572,30713683,TGFBR2,3902,2190,1712,4437,2262,2175,
MLH3_5.79403,chr14,75497320,75497442,MLH3,3899,2060,1839,4480,2178,2302,
RASA1_17.29287,chr5,86672228,86672350,RASA1,3898,2219,1679,4273,2349,1924,
SP_30.20988,chr6,55739465,55739590,BMP5,3889,2064,1825,4265,2205,2060,
KMT2C_5.76762,chr7,151841889,151842006,KMT2C,3887,1911,1976,4263,2151,2112,
MAP3K1_14.1.25202,chr5,56177673,56177802,MAP3K1,3882,1589,2293,4848,2403,2445,
SP_19.18865,chr1,115252191,115252313,NRAS,3881,1892,1989,4278,1988,2290,
ARID2_15.2.210699,chr12,46244885,46245016,ARID2,3879,1751,2128,4516,1981,2535,
MAP3K4_25.22089,chr6,161532831,161532926,MAP3K4,3879,1979,1900,4129,2096,2033,
OCP1_PTCH1_16,chr9,98218552,98218659,PTCH1,3878,1869,2009,4207,2080,2127,
FANCI_17.84801,chr15,89828320,89828445,FANCI,3878,1997,1881,4422,2138,2284,
LOW_r335_1.37307,chr17,73774933,73775062,H3-3B,3876,2007,1869,4171,2184,1987,
TGFBR2_5.89315,chr3,30713775,30713903,TGFBR2,3875,1954,1921,4685,2591,2094,
XRCC2_1.249413,chr7,152345969,152346096,XRCC2,3872,2079,1793,4127,2152,1975,
SP_160.9386,chr1,210857369,210857498,rs1135317,3870,1700,2170,5101,2565,2536,
FANCM_20.166076,chr14,45658362,45658482,FANCM,3869,1943,1926,4567,2124,2443,
SP_13.8935,chr1,15668226,15668336,rs12126178,3867,2027,1840,4184,2151,2033,
FANCM_2.48050,chr14,45606375,45606499,FANCM,3866,1937,1929,4288,2065,2223,
NOTCH2_24.35601,chr1,120506357,120506481,NOTCH2,3865,2011,1854,4216,2158,2058,
SP_1620.8068,chr8,108970309,108970431,rs601558,3862,2093,1769,4143,2317,1826,
FAT1_18.3.50062,chr4,187541049,187541167,FAT1,3857,1929,1928,4207,2149,2058,
MGA_12.170121,chr15,42028638,42028742,MGA,3857,1953,1904,4093,2090,2003,
SP_13.34634,chr1,11227467,11227591,MTOR,3855,2031,1824,4091,2143,1948,
CSMD3_tmb40_1.61706,chr8,113648992,113649117,CSMD3,3854,2109,1745,5162,2790,2372,
EZH2_7.123420,chr7,148513816,148513937,EZH2,3850,1782,2068,4443,2156,2287,
NF1_22.53535,chr17,29556836,29556952,NF1,3848,2053,1795,4049,2113,1936,
SP_170.164598,chr4,55593582,55593700,KIT,3843,1877,1966,4041,1978,2063,
PXDNL_tmb5_1.100192,chr8,52323818,52323952,PXDNL,3842,1693,2149,4525,2223,2302,
SP_1176.10615,chr3,167184770,167184890,rs9841174,3841,2363,1478,4142,2555,1587,
OBRA_BRCA1_45,chr17,41243387,41243478,BRCA1,3841,1944,1897,4211,2069,2142,
KMT2C_8.1.111061,chr7,151845157,151845282,KMT2C,3840,1997,1843,4532,2295,2237,
PARP1_15.71761,chr1,226568882,226569013,PARP1,3838,1601,2237,4356,1990,2366,
SP_562.26376,chr15,34528889,34529014,rs4577050,3832,1860,1972,4953,2536,2417,
CDH1_3.71239,chr16,68835547,68835670,CDH1,3831,2028,1803,4063,2186,1877,
CUL3_5.23857,chr2,225362418,225362540,CUL3,3831,1970,1861,4155,2084,2071,
MET_6.66734,chr7,116435688,116435815,MET,3828,1839,1989,4240,2075,2165,
SP_1441.34776,chr6,126210318,126210432,rs6919947,3827,1911,1916,4130,2133,1997,
ATM_10.29175,chr11,108122511,108122625,ATM,3826,1887,1939,4158,2068,2090,
FG_SP_29.16234,chr10,63816966,63817085,ARID5B,3824,1808,2016,4153,1964,2189,
SP_54.8881,chr10,123263270,123263384,FGFR2,3824,1759,2065,4931,2569,2362,
91484_1.54754,chr11,118373184,118373278,KMT2A,3824,2223,1601,3989,2314,1675,
INPP4B_20.77928,chr4,143324125,143324235,INPP4B,3821,2100,1721,4045,2172,1873,
PBRM1_29.6622,chr3,52713674,52713802,PBRM1,3819,2013,1806,4085,2214,1871,
WT1_3.50344,chr11,32414147,32414266,WT1,3817,1815,2002,4432,2258,2174,
SP_327.7201,chr11,89868682,89868796,rs10734123,3816,1809,2007,4246,2080,2166,
SP_30.18830,chr1,162724523,162724646,DDR2,3816,1784,2032,4121,2002,2119,
DCDC1_tmb3_1.17421,chr11,31329175,31329296,DCDC1,3816,1944,1872,4183,2169,2014,
TPP2_tmb3_1.70117,chr13,103268738,103268852,TPP2,3815,2038,1777,4245,2236,2009,
PDGFRA_18.54735,chr4,55153565,55153687,PDGFRA,3815,1994,1821,4009,2105,1904,
KMT2A_3.3.103346,chr11,118344458,118344589,KMT2A,3815,1899,1916,4301,2060,2241,
MSH6_4.1.12843,chr2,48025888,48026013,MSH6,3813,1416,2397,4212,1647,2565,
SP_1166.6367,chr3,141327415,141327529,RASA2,3811,1912,1899,4459,2345,2114,
MGA_1.1.68540,chr15,41961667,41961789,MGA,3810,1974,1836,4208,2182,2026,
SP_466.32729,chr13,36202224,36202345,rs11538677,3806,2034,1772,4481,2235,2246,
DPYD_6.44533,chr1,97770835,97770957,DPYD,3806,1961,1845,4317,2194,2123,
CTLA4_4.14808,chr2,204737361,204737483,CTLA4,3804,1921,1883,3994,2039,1955,
APC_16.4.319607,chr5,112176221,112176349,APC,3803,2043,1760,4503,2152,2351,
TSC1_21.33441,chr9,135804111,135804237,TSC1,3803,2105,1698,4370,2352,2018,
HCN1_tmb1_1.206603,chr5,45262686,45262785,HCN1,3801,1755,2046,4057,1820,2237,
ATR_15.2829,chr3,142215811,142215955,ATR,3800,1842,1958,4133,2015,2118,
RASA1_19.12280,chr5,86674136,86674260,RASA1,3796,2017,1779,4257,2189,2068,
CYP2C9_tmb4_1.14667,chr10,96707553,96707684,CYP2C9,3796,1466,2330,5559,3064,2495,
SP_802.24172,chr19,12222773,12222893,rs1975349,3796,2047,1749,3989,2180,1809,
ARID1B_18.128824,chr6,157522439,157522567,ARID1B,3794,2020,1774,4374,2320,2054,
SP_388.23217,chr12,45409998,45410124,rs1224442,3793,1733,2060,4105,1893,2212,
TET2_4.23333,chr4,106190809,106190935,TET2,3793,1958,1835,4295,2132,2163,
PIM1_5.59134,chr6,37140873,37140995,PIM1,3792,1975,1817,4538,2262,2276,
DSC1_tmb1_1.53323,chr18,28710424,28710557,DSC1,3791,2088,1703,4437,2475,1962,
DPYD_8.43735,chr1,97839108,97839213,DPYD,3791,1864,1927,3966,1957,2009,
SP_1448.27862,chr6,136944000,136944119,rs3765258,3790,1903,1887,4067,2013,2054,
FUBP1_2.30735,chr1,78414813,78414931,FUBP1,3789,2002,1787,4346,2289,2057,
SP_1371.5492,chr6,7606230,7606352,rs3823184,3789,2038,1751,4134,2153,1981,
ARID1B_19.83748,chr6,157524969,157525091,ARID1B,3786,1947,1839,4024,2097,1927,
NOTCH4_2.15253,chr6,32164070,32164208,NOTCH4,3784,1960,1824,4123,2207,1916,
CNTNAP4_tmb15_1.99786,chr16,76592378,76592498,CNTNAP4,3784,1787,1997,4449,2200,2249,
MSH6_9.82129,chr2,48033586,48033700,MSH6,3781,1869,1912,4035,1939,2096,
CDH1_11.63647,chr16,68853189,68853312,CDH1,3781,1666,2115,4256,1807,2449,
MP_SP_68.37854,chr14,65560432,65560550,MAX,3777,1845,1932,4154,2031,2123,
JAK1_23.18078,chr1,65349006,65349127,JAK1,3775,1939,1836,4260,2105,2155,
MLH3_12.3.291057,chr14,75515199,75515318,MLH3,3772,1772,2000,3967,1903,2064,
SP_1685.22768,chr9,104133589,104133712,rs1572983,3772,1956,1816,3962,2035,1927,
SP_32.22178,chr14,62194214,62194333,HIF1A,3771,1929,1842,4158,2134,2024,
ARMC4_tmb13_1.18811,chr10,28276243,28276367,ARMC4,3770,1968,1802,4334,2137,2197,
TCF7L2_1.23132,chr10,114710576,114710693,TCF7L2,3768,1864,1904,4043,2008,2035,
MP_SP_60.1910,chr12,56492528,56492651,ERBB3,3766,1735,2031,4125,2027,2098,
SP_431.17518,chr12,104709518,104709638,rs4964287,3765,1889,1876,4004,2029,1975,
CDH10_tmb11_1.75415,chr5,24593523,24593654,CDH10,3764,1982,1782,4014,2063,1951,
MP_OCP1_NF1_39,chr17,29554240,29554355,NF1,3759,1956,1803,4109,2198,1911,
SP_1537.40174,chr7,116436076,116436202,rs41737,3757,1647,2110,4059,1856,2203,
FANCM_14.2.162158,chr14,45645530,45645647,FANCM,3757,1783,1974,4070,2018,2052,
SP_1264.11503,chr4,129924928,129925050,rs3113487,3756,1849,1907,4152,2112,2040,
FAT1_26.4.94739,chr4,187630876,187631001,FAT1,3756,1729,2027,4297,2146,2151,
SP_157.52063,chr3,138374221,138374335,PIK3CB,3754,2141,1613,4075,2338,1737,
FBXW7_1.70743,chr4,153243999,153244113,FBXW7,3752,1997,1755,4188,2238,1950,
EP300_15.14150,chr22,41547757,41547875,EP300,3752,1824,1928,4350,2178,2172,
LOW_r522_1.55425,chr20,30956827,30956930,ASXL1,3751,1740,2011,4159,2004,2155,
CYLD_1.51385,chr16,50783629,50783755,CYLD,3750,1645,2105,4095,1901,2194,
BARD1_1.14917,chr2,215593455,215593580,BARD1,3750,1902,1848,4011,1970,2041,
BRINP3_tmb1_1.1.47033,chr1,190067723,190067840,BRINP3,3747,1843,1904,3884,1917,1967,
ARID1B_14.29847,chr6,157510833,157510955,ARID1B,3745,1917,1828,4051,2002,2049,
MAPK8_1.62944,chr10,49609682,49609795,MAPK8,3743,1851,1892,4004,1915,2089,
SP_268.31337,chr11,4388818,4388941,rs11031960,3742,1789,1953,3945,1927,2018,
COL11A1_tmb6_1.57027,chr1,103400000,103400116,COL11A1,3742,2042,1700,4515,2667,1848,
SP_108.47112,chr1,144865820,144865941,rs1613780,3741,1917,1824,3976,2032,1944,
ASXL2_4.5578,chr2,25978898,25979019,ASXL2,3741,1730,2011,3941,1812,2129,
NCOR1_13.4036,chr17,15968113,15968232,NCOR1,3741,1756,1985,3868,1788,2080,
SP_65.2838,chr1,66831314,66831439,rs783036,3740,2294,1446,3977,2383,1594,
PRDM1_8.116748,chr6,106554752,106554880,PRDM1,3739,2010,1729,4454,2481,1973,
SPEN_11.3.47545,chr1,16256833,16256952,SPEN,3737,1710,2027,3986,1772,2214,
IGF1R_14.44645,chr15,99472762,99472882,IGF1R,3735,2001,1734,4189,2375,1814,
ACVR1B_6.101779,chr12,52377762,52377879,ACVR1B,3735,1756,1979,4156,1928,2228,
MLH3_12.2.8476,chr14,75513974,75514100,MLH3,3735,1720,2015,4100,1978,2122,
SP_89.41378,chr1,101203734,101203857,rs3176879,3734,1920,1814,4181,2106,2075,
MP_MDM2_8.66012,chr12,69222621,69222730,MDM2,3734,1903,1831,3990,2046,1944,
ACVR2A_11.63207,chr2,148684756,148684879,ACVR2A,3734,1899,1835,3845,1980,1865,
SP_76.36386,chr1,85113178,85113299,rs1057746,3733,1924,1809,3953,2024,1929,
ACVR2A_5.47594,chr2,148672738,148672858,ACVR2A,3732,2039,1693,4238,2404,1834,
SP_1179.14255,chr3,170802869,170802957,rs17857452,3730,1616,2114,4118,1855,2263,
GPR158_tmb4_1.34232,chr10,25877954,25878072,GPR158,3729,1615,2114,4643,2245,2398,
SP_758.6732,chr18,19154044,19154169,rs13381941,3729,1912,1817,4128,2110,2018,
e_del_17311_1466_ATR_1.68941,chr3,142232404,142232518,ATR,3727,1785,1942,4307,2060,2247,
EP300_9.65401,chr22,41536157,41536286,EP300,3727,1743,1984,4068,1936,2132,
KMT2C_33.37531,chr7,151896301,151896420,KMT2C,3727,1811,1916,4088,2099,1989,
ADAMTS12_tmb14_1.96432,chr5,33658297,33658427,ADAMTS12,3727,1671,2056,4516,1741,2775,
ACVR2A_2.49597,chr2,148654013,148654133,ACVR2A,3726,1811,1915,3922,1913,2009,
KMT2A_27.3.344922,chr11,118375634,118375765,KMT2A,3725,1874,1851,4104,2026,2078,
e_del_106909_15815_MSH2_1.56745,chr2,47707838,47707962,MSH2,3724,1796,1928,4394,2142,2252,
SP_1498.25668,chr7,48004850,48004974,rs1056663,3723,1630,2093,4657,2301,2356,
FUBP1_12.53998,chr1,78430511,78430628,FUBP1,3723,2040,1683,4554,2299,2255,
CHEK1_12.49595,chr11,125525151,125525271,CHEK1,3718,1648,2070,3986,1747,2239,
GRID2_tmb7_1.68779,chr4,94436515,94436615,GRID2,3718,1634,2084,3941,1723,2218,
HIGH_r67_1.10821,chr6,138195962,138196079,TNFAIP3,3716,2228,1488,4701,2313,2388,
TBX3_2.82645,chr12,115112538,115112670,TBX3,3714,1855,1859,4076,2057,2019,
TNFAIP3_1.101449,chr6,138192552,138192681,TNFAIP3,3714,1915,1799,4035,2084,1951,
KMT2C_6.47244,chr7,151842286,151842411,KMT2C,3712,1824,1888,4231,1982,2249,
FBXW7_6.57362,chr4,153251921,153252033,FBXW7,3711,1882,1829,4099,2060,2039,
ABCB1_tmb9_1.50145,chr7,87179483,87179609,ABCB1,3710,1700,2010,4339,2203,2136,
KMT2C_51.5929,chr7,151960166,151960287,KMT2C,3707,1711,1996,4017,1859,2158,
INPP4B_2.25688,chr4,143003199,143003324,INPP4B,3705,1788,1917,3872,1880,1992,
SP_1477.577,chr7,20198398,20198517,rs975263,3705,2135,1570,3907,2292,1615,
SP_1228.39813,chr4,62800631,62800759,rs734644,3703,1792,1911,4116,2063,2053,
FUBP1_4.33554,chr1,78422232,78422332,FUBP1,3702,1836,1866,4300,2172,2128,
LATS2_7.4140,chr13,21619759,21619885,LATS2,3697,1838,1859,4702,2393,2309,
